,alpha,beta_Market,beta_HML,beta_SMB,beta_WML,beta_IML,pvalue_alpha,pvalue_Market,pvalue_HML,pvalue_SMB,pvalue_WML,pvalue_IML,tvalue_alpha,tvalue_Market,tvalue_HML,tvalue_SMB,tvalue_WML,tvalue_IML,fvalue,f_pvalue,R_squared_adj
2013-08-31,0.012457130810265662,0.7554826247858097,-0.13591988210280584,0.258778153487781,0.0768060504307837,-0.0030190962691996805,0.0036474240009992274,3.948589205455883e-11,0.3224131460831451,0.1079468071437426,0.47831885831987053,0.9872808017960966,3.0280074197569706,8.083817728426977,-0.9978790319894564,1.632280923950391,0.7135496586686002,-0.016009533689094396,19.314173918594793,2.4473784932117583e-11,0.5886119286506166
2013-09-30,0.013019205070392746,0.7452222597820053,-0.11555181000934617,0.21032134727455565,0.061488515740807166,0.022455452090325567,0.0027972196480683833,5.0251814907737427e-11,0.40488858366630365,0.22352070460980028,0.5761447947202418,0.9066855966696366,3.1200492043275654,8.021868923226528,-0.8389412971914825,1.2301572239723977,0.562147948637479,0.1177247818810394,17.53124327279419,1.3224517011279013e-10,0.5636052696111769
2013-10-31,0.012587766498667653,0.738006097208069,-0.10502870882764191,0.20659023537110952,0.04782513181298135,0.06817413124792587,0.0036437845245835742,5.881514277164812e-11,0.4482321600812691,0.23221623839283986,0.6618357825296317,0.7156461711637363,3.026266983139638,7.953539342945361,-0.763373142062155,1.2068769574369618,0.43955889561221595,0.3660084084694032,17.320447421890833,1.4140924105055428e-10,0.5566234098360274
2013-11-30,0.012934744922985224,0.7285154293028394,-0.11536931865139921,0.22157991531299168,0.04957517738020342,0.03665773150370737,0.002886280407355782,1.172087761413103e-10,0.40454066824949075,0.23825596942815422,0.6523576825975185,0.8460286182727543,3.1070171605124037,7.77813912468611,-0.8394653268905459,1.1912259252449693,0.45275559804564536,0.19502970004831185,17.094045217812017,1.7706842035932406e-10,0.5531731698814741
2013-12-31,0.012810146074297105,0.7301310362738664,-0.11963724654514088,0.2239055368862326,0.05132177659924996,0.034144767159278604,0.0025320143677937854,6.597432275568117e-11,0.37584714866765634,0.22843699721486455,0.6368295372115516,0.8548780644315477,3.1496033379764916,7.897699724806573,-0.8920959720729693,1.2166156223421207,0.4745115219941114,0.1836744236421874,17.640619203015305,8.97549806608587e-11,0.5576499297753787
2014-01-31,0.011183721248350865,0.7679063503338759,-0.16487213006334417,0.2542500755744462,0.08782286345001056,0.019651274380338687,0.0051632102657592225,1.1156814800207991e-12,0.2075235911641794,0.10448762391883767,0.40005826520396404,0.9113793176000624,2.8962034762739335,8.83118739859972,-1.2732815754491238,1.6468661088560155,0.8471682708526797,0.11173994869541627,21.70768475188743,1.2191698120361535e-12,0.6000890787306385
2014-02-28,0.012113120021528381,0.7593950461138776,-0.16513268017794697,0.20737677790295517,0.06540394439833663,0.034182363066447154,0.002940526618799469,1.5046987477101606e-12,0.20227480305204545,0.22054547481415934,0.5363826409333059,0.8482696467023818,3.0924051064375133,8.756979631159474,-1.2883142904035843,1.2371665525874618,0.6216463054433508,0.19210314502232206,19.76007429361653,7.43330635025475e-12,0.5761680432435157
2014-03-31,0.012094573544934735,0.760157178928124,-0.16541961288103516,0.2030651829520528,0.06480804214565077,0.03707933114432215,0.002887370995439273,1.7191375677791772e-12,0.19919249205988693,0.26706523583665814,0.5417465817439386,0.8396565218791407,3.0986363668580426,8.723951133547386,-1.2972781448811912,1.119607744061289,0.6134597871807749,0.20315742339523038,19.946016920934316,6.227544275554367e-12,0.5785747001438288
2014-04-30,0.011379251299977642,0.7622778385687838,-0.17360254110279374,0.2582494985598575,0.08169594985764443,0.011587759517677002,0.003542870603368919,7.843793588792918e-13,0.1639267383367362,0.11902847679762553,0.4260064658707885,0.9477389371149472,3.0248025820278146,8.85585628250895,-1.4076518739536887,1.5793869432125032,0.8009989386183891,0.06579625439157154,22.34079465361463,4.921474949704112e-13,0.6004591304613442
2014-05-31,0.012121928745584645,0.7567239764345112,-0.16028679378006994,0.2115060916496408,0.066244539014512,0.035816216947426205,0.0022816208519428503,9.112766106663995e-13,0.20288821916254238,0.23980211898260748,0.5273488648711704,0.8426561273329931,3.1744030880774106,8.819253946256076,-1.286139208748529,1.1861844794828207,0.6354241670604864,0.19928034265685415,20.404375456258403,2.9752685390493695e-12,0.5774359794758388
2014-06-30,0.012573881102105711,0.7637332699232106,-0.1649853472779002,0.21431098867645781,0.07973121783668956,-0.0049445343042724965,0.0014047764112262331,4.1815138941301216e-13,0.1830026862500785,0.2282853604872891,0.44419227143525253,0.9782167833456487,3.33454982481845,9.00958813820552,-1.3457043677922809,1.2160817088775895,0.769753850056337,-0.027408302383875982,21.331052582048198,1.2426361144811067e-12,0.5887759295416841
2014-07-31,0.012140966149248561,0.7576126413246785,-0.16548213095304837,0.21121631551046918,0.06329911320034204,0.04094633570425053,0.001812534450023253,3.750609971074591e-13,0.17758468364459104,0.2335947082419782,0.5354172990988398,0.8153146829406006,3.246968353155698,8.974649731536859,-1.3623445522528486,1.2018391618952478,0.6229252040902198,0.23448293010275362,21.182140381423697,1.0473591903527135e-12,0.5802443483956061
2014-08-31,0.011267512875541945,0.7695001838375894,-0.18626391518711274,0.26650324449644924,0.09417910907482309,0.0300232690064437,0.00222410343880985,3.915894083842654e-14,0.11276674970746756,0.09200958381841609,0.32502087961366344,0.8574287958300557,3.1738935990647756,9.42206494001284,-1.605754773288821,1.7079779808055986,0.9910620424516613,0.18030242434045207,24.98228028011277,1.9619705314305745e-14,0.6120695403295643
2014-09-30,0.011449745502193655,0.758119497466007,-0.19783230464085544,0.26811219548155546,0.08813009373649684,0.01741183229488344,0.00166464188414223,4.9688414827436324e-15,0.08196063393617316,0.08816042478546338,0.3486987663910429,0.915197296773096,3.2674130413149007,9.877046789264874,-1.764078007137916,1.7286363550098536,0.9432671080864748,0.10685992983193753,26.747726837706686,3.519504401771954e-15,0.6257387422459545
2014-10-31,0.011482721000454551,0.7530409084333507,-0.23210256463443946,0.28514522610490955,0.10500557495197638,-0.032437659487967826,0.0017683522755234248,8.166304251295126e-15,0.039980709572073295,0.07198214161339325,0.26598462599525324,0.8411273811587447,3.245986044679862,9.727263709479267,-2.0913058004865563,1.8257209406678965,1.1209466671086548,-0.2011671062338257,26.218066009500458,4.631686110508538e-15,0.6178162876122284
2014-11-30,0.011686346548596677,0.7523950781344909,-0.2265591169977794,0.2885500109512371,0.1087973488305064,-0.03295568014597797,0.0013305979688990749,6.0577529804904235e-15,0.04302731510095974,0.06722493981308908,0.24583343639838326,0.8378786545964926,3.336187114375623,9.764982978030183,-2.0588632949152905,1.8574569016399953,1.1698049527792758,-0.20532927344885596,26.423197713156185,3.23265421612305e-15,0.616720660295659
2014-12-31,0.011709624294219855,0.7509895210053857,-0.2260442778857268,0.28782987330584775,0.10959287565395903,-0.03435706638471456,0.0011844268213734212,2.312329090377264e-15,0.04191342849940919,0.06582545131777824,0.23781056432971343,0.8294194289927899,3.3715253164944814,9.955933685573225,-2.0698164884649115,1.8668883599647148,1.1899722293227402,-0.2161991984181009,28.03574587581903,6.65908782627781e-16,0.6282160405406126
2015-01-31,0.011709624294219855,0.7509895210053857,-0.2260442778857268,0.28782987330584775,0.10959287565395903,-0.03435706638471456,0.0011844268213734212,2.312329090377264e-15,0.04191342849940919,0.06582545131777824,0.23781056432971343,0.8294194289927899,3.3715253164944814,9.955933685573225,-2.0698164884649115,1.8668883599647148,1.1899722293227402,-0.2161991984181009,28.03574587581903,6.65908782627781e-16,0.6282160405406126
2015-02-28,0.01154745190829001,0.7483936959743692,-0.23444726736736263,0.29197782057877386,0.11198345638037822,-0.031781100037797445,0.0011356328695268192,1.3785990043725126e-15,0.028776413434904807,0.059604542874803344,0.22342293934864477,0.8408754353984979,3.383097099002518,10.042649814514057,-2.22889070947404,1.9123126523933685,1.227500865678431,-0.20146218737035032,28.45291272439772,3.8611454089569313e-16,0.6288907431612054
2015-03-31,0.011781655268392224,0.7472844368863573,-0.231775514636248,0.281726551604181,0.10945751537164605,-0.031503242672972366,0.0008261751050966705,1.088355995833303e-15,0.0298888496962764,0.06664314941811861,0.23192286305467943,0.8417044009438854,3.4809967029272832,10.064667107092948,-2.2125922487036935,1.860427999023468,1.204924076546035,-0.20038937202865445,28.55920261004914,2.920004803579948e-16,0.6269268088076981
2015-04-30,0.011664698371961844,0.7452260783417711,-0.2320544414416407,0.28375408521131207,0.11242320288679225,-0.03213038713945762,0.0007685430192605899,6.1765782617772265e-16,0.028703634699193757,0.06275171245796143,0.21285728983490648,0.8376032107728644,3.5015446346472077,10.161609103666363,-2.228832536530483,1.8879485045400117,1.256021633940382,-0.20564600854483614,29.2304499484061,1.361616447002084e-16,0.6297159627194374
2015-05-31,0.011647289412710366,0.7457717509097198,-0.23186168105136265,0.283154608697362,0.1122856337535454,-0.03172218604635335,0.0006841179853334848,2.4963733603359715e-16,0.02773136114231616,0.060915026804749105,0.2103046461227852,0.8384333821722411,3.535504500287639,10.334285368755733,-2.2425134212894267,1.9012551353206124,1.2629988299336967,-0.2045710837993105,30.028948603818037,5.70818991915619e-17,0.6334194758594052
