,sharpe,treynor,lifetime,information-ratio,standard_deviation,downside_deviation,variacao,equity,captacao_liquida,cotistas
2005-09-14,-5.477250779600464,-0.11421695175363614,197.0,5.089117138966429,0.010084179115567523,0.011090360460718056,inf,526354397.33,-29414021.15,559.0
2005-09-15,-4.513248695501515,-0.09419803038105591,198.0,5.431173844461315,0.010088541661637366,0.011134605748674106,inf,532130176.21,-29414021.15,559.0
2005-09-16,-3.4762464600648335,-0.07244040066094852,199.0,5.457817514903592,0.010096264703472425,0.0111811868071067,inf,538322560.75,-29414021.15,559.0
2005-09-19,-3.4539967389475934,-0.07236953372332819,202.0,4.619143342684966,0.010085425545500336,0.011025539758640648,inf,538738979.45,-29520722.32,559.0
2005-09-20,-2.7483266266427053,-0.05716911613654015,203.0,5.079660810972735,0.010075466836377552,0.011056078318304827,inf,543069227.39,-29557470.9,558.0
2005-09-21,-1.4055429864921245,-0.029228700293254643,204.0,3.908589554134301,0.01010020009042667,0.011111548815693248,inf,550988032.83,-29557470.9,558.0
2005-09-22,-1.1558893385137823,-0.024168415234173606,205.0,5.028319450981394,0.010077466543291926,0.011122827969554732,inf,552799154.73,-29557470.9,558.0
2005-09-23,-0.6261653133667308,-0.013069047790234652,206.0,4.480806544728572,0.010060766276490335,0.011144914739643238,inf,556178948.57,-29557470.9,558.0
2005-09-26,-0.8785023093352968,-0.018369365913369413,209.0,4.922185733173433,0.010004645764885653,0.011121432189738649,inf,553858031.39,-30870461.09,557.0
2005-09-27,-1.6734588679817126,-0.03470465348207642,210.0,4.724005371185806,0.009995061635490904,0.011061355527278086,inf,549175315.12,-31496142.54,556.0
2005-09-28,-0.5983806582343544,-0.012414219999917157,211.0,4.576722868451423,0.010001012641692406,0.01110357591281756,inf,555560119.08,-31496142.54,556.0
2005-09-29,-0.8389032962099849,-0.017314571832197912,212.0,4.960633227476616,0.009978405916611088,0.011038488196071452,inf,554615659.93,-31496142.54,556.0
2005-09-30,0.02717265250170481,0.0005521135780335226,213.0,5.099793795734204,0.009973712583115316,0.011071858207510976,inf,559838146.95,-31496142.54,556.0
2005-10-03,1.086216237894535,0.022012549848437236,216.0,5.279617930771556,0.009967166487701153,0.011003063473798785,inf,566138464.23,-31496142.54,556.0
2005-10-04,1.281935384559436,0.026392983225684973,217.0,7.330163359476407,0.009944958615599775,0.011010177745465333,inf,567611689.57,-31496142.54,556.0
2005-10-05,-1.502920932965585,-0.03141137591704819,218.0,8.520362756707451,0.010095584324258207,0.011377927302753298,inf,551949332.16,-31898696.09,555.0
2005-10-06,-4.554757760185415,-0.0971499792265997,219.0,8.600669003483755,0.010302866237362013,0.011667601614307513,inf,534538518.72,-31898696.09,555.0
2005-10-07,-3.730238451045808,-0.07997853650162533,220.0,7.473740144061249,0.01029822378356641,0.011700446498728014,inf,539685705.32,-31898696.09,555.0
2005-10-10,-2.420251080613542,-0.05195614604777838,223.0,8.333098530638447,0.010309276774408347,0.01181543727766429,inf,547609516.22,-31907422.01,555.0
2005-10-11,-1.6695712595223857,-0.03503194142495227,224.0,7.83504689332055,0.010300301697634932,0.011663011333970005,inf,552345554.66,-31907422.01,555.0
2005-10-13,-4.3945404328779345,-0.09355001540875399,226.0,7.744287474312098,0.010450115685037835,0.012075220150539485,inf,536585391.97,-31907422.01,555.0
2005-10-14,-4.8642510010289195,-0.10331118122856732,227.0,7.791274096456536,0.01043197118673436,0.012006763947629874,inf,534247440.75,-31907422.01,555.0
2005-10-17,-4.062187211307899,-0.0860262053769691,230.0,6.9288122877954805,0.010391081072279897,0.011904145410190695,inf,539281243.15,-32044967.720000003,555.0
2005-10-18,-4.557585119445446,-0.09968978469764557,231.0,10.114076908211826,0.010373864846694161,0.011838724109875211,inf,536800479.07,-32044967.720000003,555.0
2005-10-19,-6.656535582561056,-0.14685666008768283,232.0,7.52467862735497,0.010463334396904635,0.011925457157880619,inf,524568202.81,-32044967.720000003,555.0
2005-10-20,-7.399233346817114,-0.16593566061638718,233.0,9.91013137109878,0.01045375390499489,0.011866772598363292,inf,520586475.96,-32044967.720000003,555.0
