,sharpe,treynor,lifetime,information-ratio,standard_deviation,downside_deviation,variacao,equity,captacao_liquida,cotistas
2014-07-21,5.18601555936247,0.5502223570021715,238.0,7.46983552177019,0.0177105374799781,0.010955939447847361,1.986226091520593e+77,4462981.36,5777855.640000001,2.0
2014-07-22,5.160740785318259,0.5157367825143852,239.0,7.133634390969225,0.01767459319395978,0.010920220008867922,4.2966672644067084e+77,4462210.1,5777855.640000001,2.0
2014-07-23,5.0304289447337425,0.5385141047487553,240.0,7.480301259730921,0.01764051930765627,0.010914749077784901,9.285388799790027e+77,4453908.8,5777855.640000001,2.0
2014-07-24,5.206289868431841,0.5522292570868879,241.0,7.299413929454497,0.017603729953568372,0.010884323214385701,2.0099572759868683e+78,4467632.48,5777855.640000001,2.0
2014-07-25,5.115140042977087,0.5160723480000424,242.0,7.441744871314498,0.01756937696077813,0.010848840060602228,4.347980582543224e+78,4462166.7,5777855.640000001,2.0
2014-07-28,4.833507282999779,0.4782831532966303,245.0,7.34167766669417,0.017472149384882132,0.01086529745653655,4.390589002189257e+79,4441801.91,5777855.640000001,2.0
2014-07-29,4.65323277796528,0.4591120796714663,246.0,7.812899634348013,0.01744018762550321,0.010830268376689966,9.461110764082144e+79,4430101.21,5777855.640000001,2.0
2014-07-30,4.795384447153262,0.4830555154973679,247.0,8.32469242467737,0.017404728415426975,0.010799472004252443,2.041517004740366e+80,4441367.84,5777855.640000001,2.0
2014-07-31,4.505051350252827,0.4453436409308265,248.0,9.023310749370827,0.01737577510374602,0.010766787111882021,4.394836718564862e+80,4421928.47,5777855.640000001,2.0
2014-08-01,4.7298261910221555,0.4604434714550979,249.0,9.250274901593478,0.017340803171971297,0.010768857747703874,9.480541022165878e+80,4439071.52,5777855.640000001,2.0
2014-08-04,5.0699212747113815,0.4577743759464782,252.0,8.946861870160316,0.017237708247734452,0.01077836100146057,9.544531871297246e+81,4462930.76,5777855.640000001,2.0
2014-08-05,5.096737673367596,0.45965094084027547,253.0,9.405391929958574,0.017204088222120113,0.01074518105872222,2.0656321785059804e+82,4465942.94,5777855.640000001,2.0
2014-08-06,4.849899562797095,0.43369477873214624,254.0,9.04208066384169,0.017175058274394157,0.010712304227707446,4.461731340016686e+82,4449749.65,5777855.640000001,2.0
2014-08-07,4.955694557462507,0.44771682797409806,255.0,9.553548943200568,0.017141335755186143,0.010681455499468053,9.647258926316539e+82,4458341.31,5777855.640000001,2.0
2014-08-08,5.065087013148028,0.4850489493416772,256.0,10.418761836883776,0.01710780002339773,0.010650947279840254,2.0881721840192365e+83,4467166.73,5777855.640000001,2.0
2014-08-11,5.381297691443102,0.4771453903507083,259.0,9.664774655773375,0.01700869087203328,0.010594937626397488,2.123223054536638e+84,4489033.02,5777855.640000001,2.0
2014-08-12,5.093038473902866,0.4427693420563695,260.0,9.571435739052035,0.016981626380176557,0.010564242700096895,4.597408637712403e+84,4470132.87,5777855.640000001,2.0
2014-08-13,5.181611644351155,0.4597244885650296,261.0,10.488721397138406,0.01694912387744948,0.010534197707078027,9.963526159159955e+84,4477451.12,5777855.640000001,2.0
2014-08-14,5.2266561327066725,0.4619910319622703,262.0,10.419137284883316,0.01691705619007145,0.010503483999258241,2.1604114137417587e+85,4481729.43,5777855.640000001,2.0
2014-08-15,5.143962609935529,0.46827264307511046,263.0,9.127977405965051,0.016886479549196316,0.010471677585513801,4.681882967668414e+85,4477147.38,5777855.640000001,2.0
2014-08-18,5.344030782819622,0.4977960581364486,266.0,8.792201552585203,0.016794046025247672,0.010573192640293765,4.7729661086551736e+86,4490855.17,5777855.640000001,2.0
2014-08-19,5.3699313049608906,0.5175047654201769,267.0,8.03383304664338,0.016762994197993243,0.01065460770812778,1.0364324841839377e+87,4493790.16,5777855.640000001,2.0
2014-08-20,5.501698257771458,0.5052079272964273,268.0,7.797993032323264,0.016731610874105324,0.010624929302411669,2.2533386666377288e+87,4504015.36,5777855.640000001,2.0
