,sharpe,treynor,lifetime,information-ratio,standard_deviation,downside_deviation,variacao,equity,captacao_liquida,cotistas
2012-07-13,1.867122623676888,0.02283081117241197,40.0,0.10678490018686963,0.00606299487657149,0.005654001892477976,11554113935319.105,427519870.04,67064318.81999999,1.0
2012-07-16,1.952873688515792,0.023267322595581282,43.0,1.1191737061911748,0.0058430076199745135,0.005507846425534163,95277972725586.31,427678584.51,68343903.82,1.0
2012-07-17,2.8769969656093464,0.034350665023609776,44.0,1.4018827631846935,0.005817956751425332,0.0056035023815191876,193057840209177.56,430770680.71,69055112.16999999,1.0
2012-07-18,3.359434164553844,0.042613905583599204,45.0,0.6246219379828846,0.0057583463771534145,0.0056412196011450646,391752370873159.5,433081697.53,70132897.24999999,1.0
2012-07-19,4.139452409708261,0.04887109948565812,46.0,0.12762146266301286,0.005717652499643322,0.005324920338782849,796773159496371.4,445428795.56,80513830.94999999,1.0
2012-07-20,2.329534654533817,0.02859553634360944,47.0,0.5515331314371937,0.005861773836993895,0.005830640779234559,1612721621203815.5,442038960.09,81347600.71,1.0
2012-07-23,0.8410527043165396,0.010842758186154306,50.0,1.3926209503337452,0.0061562542503677455,0.006224645065853947,1.331857765660776e+16,439997251.54,84538357.31,1.0
2012-07-24,1.5698996943405943,0.02039469925657786,51.0,2.7217633439197706,0.006126003908741833,0.006303745658088916,2.6911476725350908e+16,442142828.81,84609352.79,1.0
2012-07-25,2.1127601079379095,0.02772311469645448,52.0,3.0132982005336855,0.0060812135008854445,0.006218929012709373,5.447332849101871e+16,444133052.42,85052848.41000001,1.0
2012-07-26,4.427966333470449,0.06077646953222216,53.0,2.2400419947544523,0.006366107812805246,0.00647340059500423,1.1112475667975224e+17,451798031.05,85858524.45000002,1.0
2012-07-27,6.20496522557409,0.08669838959103096,54.0,-0.6120169504749231,0.006492351627487161,0.006523779767414626,2.2808678570313517e+17,459390999.34,88001873.19000001,1.0
2012-07-30,7.082578367008136,0.10445174750472032,57.0,-0.704812979106691,0.0066904855150998425,0.006239101813944733,1.9794827693732908e+18,465954758.27,95579539.21000001,1.0
2012-07-31,5.657048707651535,0.08392034482023251,58.0,0.2655570609273665,0.006756893226681231,0.006574908832275376,4.0600589114681375e+18,462433957.78,95995905.26,1.0
2012-08-01,5.866267250464341,0.0862706703518409,59.0,0.14340659089359017,0.0066983994563552,0.006576107922255982,8.333138151861947e+18,465630839.94,98578290.97,1.0
2012-08-02,5.046846866641993,0.07445810631699501,60.0,0.7443622159809077,0.006690537492817367,0.006475728167920437,1.7059447928063603e+19,464383454.51,99669308.28,1.0
2012-08-03,6.260886814917726,0.09241542112708394,61.0,-0.4574375897274951,0.006695524344024554,0.006575240917632882,3.507000613862616e+19,467791864.15,99276857.85,1.0
2012-08-06,7.1928006401089695,0.10573327054377489,64.0,-1.297137243942523,0.006671267789863221,0.006403045547976305,3.0564019567281976e+20,472412070.74,100250980.31999998,1.0
2012-08-07,7.250693702266807,0.10614655205068342,65.0,-0.9940140608405942,0.006620722021427479,0.00629616310420154,6.303961989237026e+20,475707536.4,103398154.82999998,1.0
