,alpha,beta_Market,beta_HML,beta_SMB,beta_WML,beta_IML,pvalue_alpha,pvalue_Market,pvalue_HML,pvalue_SMB,pvalue_WML,pvalue_IML,tvalue_alpha,tvalue_Market,tvalue_HML,tvalue_SMB,tvalue_WML,tvalue_IML,fvalue,f_pvalue,R_squared_adj
2009-06-30,0.0577688386743557,2.05797107399493,2.2114002567362983,-0.7892150381665556,-1.525277850788697,1.2123080021872226,,,,,,,0.0,0.0,0.0,-0.0,-0.0,0.0,,,
2009-09-30,0.004939375981230558,1.5157632875057327,0.3677041064340561,-5.548538480381232,-2.6970117644048583,7.445980443799558,,,,,,,0.0,0.0,0.0,-0.0,-0.0,0.0,,,
2009-12-31,-0.10788500722079475,-8.507834862037011,-6.0986522851258,20.026447621124007,11.998041905421218,-2.196956554713843,,,,,,,-0.0,-0.0,-0.0,0.0,0.0,-0.0,,,
2010-03-31,-0.17871275809425663,-15.417343599003758,-9.546335161121288,34.37571447072503,21.53285362188683,-2.68847801248035,,,,,,,-0.0,-0.0,-0.0,0.0,0.0,-0.0,,,
2010-06-30,-0.2725399483858527,13.650505394759673,58.261982330923885,-76.51909822570403,8.041605865265531,137.8483274559512,,,,,,,-0.0,0.0,0.0,-0.0,0.0,0.0,,,
2010-09-30,0.1550530029441541,-1.537210520908723,-0.30014236582512877,1.4488108478079793,-0.3985052060095051,-0.3076557309675143,,,,,,,0.0,-0.0,-0.0,0.0,-0.0,-0.0,,,
2010-12-31,0.1801228055401227,0.9159487953619565,0.3309163065746076,-1.6002360963479902,-2.281965468696274,-2.2325366159530438,,,,,,,0.0,0.0,0.0,-0.0,-0.0,-0.0,,,
2011-03-31,0.14510196790359015,0.8567239008133165,1.3247637208327079,-0.2636055778030858,-2.0737057418479377,-1.9934658704407875,,,,,,,0.0,0.0,0.0,-0.0,-0.0,-0.0,,,
2011-06-30,0.7432164773557142,1.868215091228541,-15.64897530901733,-23.091674832327996,-5.6305356970683285,-6.0765116033975115,,,,,,,0.0,0.0,-0.0,-0.0,-0.0,-0.0,,,
2011-09-30,0.18242130975959003,0.4306392351069108,-0.3590957809400195,-2.6748367737661973,-1.4539336161308622,-3.1469621748067294,,,,,,,0.0,0.0,-0.0,-0.0,-0.0,-0.0,,,
2011-12-31,-0.024394563551957744,0.5894583783456034,0.5427319899186727,0.5513038209125254,-0.5297412503326178,-0.946669943496802,0.7224338826269374,0.6463869804107208,0.8882708101777091,0.887209969762739,0.5993584818561853,0.7385358410805258,-0.46590295110834495,0.6206346577395334,0.17732821389166803,0.17904748705945778,-0.728083276515752,-0.4354719475582155,3.0275713152196158,0.40962581954474114,0.628203412782423
