,alpha,beta_Market,beta_HML,beta_SMB,beta_WML,beta_IML,pvalue_alpha,pvalue_Market,pvalue_HML,pvalue_SMB,pvalue_WML,pvalue_IML,tvalue_alpha,tvalue_Market,tvalue_HML,tvalue_SMB,tvalue_WML,tvalue_IML,fvalue,f_pvalue,R_squared_adj
2003-01-31,0.013132799385960733,1.055083435357635,-0.05630419081200981,-0.18307743547091948,-0.4382159043338191,0.11741602772856097,0.025138453599799583,7.384205705352603e-10,0.5764554406572746,0.3331490001747963,0.00010328936738375668,0.28243739280980257,2.5067125360592515,14.58329669166558,-0.5719035863448202,-1.0024281106995863,-5.345511936486114,1.1178732305078463,140.35177180906277,1.9003361606633786e-11,0.9734547470004878
2003-02-28,0.01302859457825096,1.11018947272534,-0.002921728923658176,-0.03223976063455833,-0.33101163516358934,0.056703880046572314,0.043396441723033224,3.236718044165899e-10,0.9787184646473758,0.8685698141056574,0.0005157279044351466,0.6274291712394621,2.2059898983546637,14.465396732527912,-0.027123929189408195,-0.1683333260026635,-4.401141118549702,0.4954976453685646,111.4099858229836,2.5918789435953013e-11,0.9650380168197131
2003-03-31,0.016211903045867164,1.1633718889567777,-0.03822482673518683,-0.05576298087426057,-0.3318211422037996,0.039353283910569616,0.0022258375670450928,2.022121249557022e-10,0.6385654485432875,0.7549637590031217,0.000160958894874607,0.6979043154090028,3.635505315818939,14.053573857262798,-0.47879012260865356,-0.3175084395566001,-4.8976768007214675,0.39521379340209073,109.24303150101693,8.754459308002835e-12,0.9626477519866403
2003-04-30,0.017192337722801914,1.1585201831645204,-0.0405218693587854,-0.011504238420489615,-0.32312259390135745,0.016294210059431193,0.0017586302969987378,4.899537260015667e-10,0.6175255108160117,0.9497483270502434,0.00025339827338001047,0.8744344941026894,3.7956977637013414,14.044166444419444,-0.509923421450553,-0.06408558341997168,-4.7591918997916,0.16075098007597993,103.04996747902577,4.5661265136009076e-11,0.9622819309134526
2003-05-31,0.022226610523174144,1.189491018003101,-0.08070030705516025,0.0761100646965352,-0.30683508011669813,-0.07173776521051833,0.000954958854490878,1.2758128382622652e-09,0.4489094559816147,0.7023786368518663,0.0006689135986597503,0.5420066473117207,4.164107840983145,13.989596084616364,-0.7790670151059433,0.3900372836622052,-4.347732042726306,-0.625028022104718,94.62241205935021,2.776194845413746e-10,0.9609946015534391
2003-06-30,0.024335788271474892,1.2138146995072903,-0.10745851047399177,0.17779764366078538,-0.27195038399881355,-0.12040233457651456,0.00024971689097790813,3.1161478306018726e-10,0.3111817015196069,0.3334798732717086,0.0008094266952166309,0.2856697145656519,4.766638377948287,14.504512982756786,-1.0481134960071627,0.999338739393328,-4.177150448231793,-1.1071466800055698,92.46179498847494,1.000698066778007e-10,0.9580984204153827
2003-07-31,0.019738587892243687,1.1662174994840104,6.161002184668085e-05,0.21778273899157777,-0.27626863542503094,-0.15945350196107383,0.003201543671577835,4.8226658910457564e-09,0.9995730517571901,0.33285223329085445,0.003300888747927117,0.26165327542727146,3.5033354452150087,11.904227767530466,0.0005440866873464992,1.0006791477162509,-3.4884433434818036,-1.1664255876863427,65.79410782127472,1.1485511741122171e-09,0.941855485496056
2003-08-31,0.02536576333399898,1.0187775368746608,0.05889215945210369,0.2808120206574609,-0.32359621174882214,-0.34228305915101837,0.0003731735227977657,7.44777148707167e-08,0.5745498483226175,0.1331621775339623,0.000350054758229846,0.035875968790991766,4.759246535061588,10.783537776473375,0.575850902351808,1.6020132852101565,-4.794857227817167,-2.340188192810485,57.12643790384522,2.1724354041857725e-08,0.9397251849206927
2003-09-30,0.025224488711097632,0.9964126115751786,0.09814655632013364,0.22207668383698975,-0.33229420404933485,-0.2942855480242167,0.0005706447204494983,4.2691652974781217e-07,0.4212917243519071,0.28101307353935306,0.00046734092114134355,0.09716054851555334,4.639531899589302,9.83845596504813,0.832674339430095,1.128875578583228,-4.7559549255358675,-1.7992267243824733,50.701143168761824,1.1779757703455076e-07,0.9359712466228007
2003-10-31,0.024446757535634533,0.9788262510649828,0.11310602083030658,0.19062820966960647,-0.3335328637341153,-0.273349149822283,0.0003806813035577044,1.1992697134673255e-07,0.33237045340148463,0.3213372832087734,0.00029124032893994696,0.10290901191047112,4.7481736102569645,10.354484914964639,1.0068721655498913,1.0310093831798335,-4.897790318986756,-1.754276393866008,57.35762904752531,2.1190410640550708e-08,0.9399575991047533
2003-11-30,0.024412648780407546,0.9960528783425284,0.1373351729115784,0.18381621513303115,-0.3442873070522667,-0.19984688328111166,0.00017609446318034552,1.981594753842857e-08,0.20931068831544644,0.1996501055882735,8.202985961070438e-05,0.19244933920018856,5.183442285456223,12.053271302862262,1.3209132826616112,1.351292255245716,-5.629822610192772,-1.3747264422128984,72.70661701236158,4.873888405563718e-09,0.9521954359016146
2003-12-31,0.023353411079863332,0.9529701041669411,0.09409075325878058,0.3004609159994569,-0.26169153544995727,-0.43993334411676177,0.00038212648846510186,3.063733986403019e-09,0.32684585153642975,0.03337367352883448,0.0011589955026055968,0.026221493175365485,4.8743943566231325,15.31495837995894,1.0222142949394504,2.402376855818075,-4.234359573551807,-2.5340919919078955,92.36718463239278,3.743258544088901e-09,0.964122602004177
2004-01-31,0.021353940655961346,0.9716543215552838,0.1105179412933031,0.2554066946134183,-0.2545394358598833,-0.36871238541404083,0.00042170733439014655,1.918343439924642e-09,0.2588253519194732,0.0544943999980458,0.0017712430033676053,0.040523204799231376,4.8162674062616455,15.952552103820794,1.1853411330867163,2.1306225517544353,-3.9969967555634787,-2.295542022585739,86.58613736438197,5.449090810170507e-09,0.9617918015018718
2004-02-29,0.016952373794629525,0.9752208766010462,0.16610569292235916,0.25823032647359123,-0.26408811059725806,-0.27104833204450823,0.010592162500688436,2.2235687346531827e-08,0.20025589668692628,0.132286382017047,0.008535201755606318,0.22327185351913767,2.9823587999101635,11.938044119598667,1.3493524788062827,1.6059739535654118,-3.0945891983337566,-1.2789554056780417,48.170604973214715,6.180597626053167e-08,0.9290928283817128
2004-03-31,0.018761641753920623,0.9644836771963705,0.1355600189298274,0.3543705771153807,-0.25501382189511407,-0.2849109218210726,0.004685818386500247,1.0047806294086163e-07,0.33246489090815945,0.07058723522061235,0.015502095746393605,0.19589036350841407,3.3583131151727605,9.941280517081562,1.0038971508984442,1.9570430586181895,-2.754672256194398,-1.3581858466191579,38.042941594351895,1.1549028731845661e-07,0.9069606680698656
2004-04-30,0.017939013517257615,0.9910532961643099,0.14620723668096255,0.23187042469907737,-0.2613323642667141,-0.23336347027477575,0.0017456198077368105,1.6490678069929947e-09,0.23949344408476228,0.17090043782236614,0.005251190487112107,0.23857685714027355,3.923860578502316,14.785277565901838,1.2327618657766737,1.4494649256866003,-3.34697225018589,-1.2353047946068685,55.84807927377098,2.4972649612817837e-08,0.9384068724801444
2004-05-31,0.01781206361276161,0.9914008971987511,0.14157439678613862,0.23677480053544475,-0.26482828579414097,-0.23330914895871707,0.003157276092243923,7.1899392762817e-09,0.2896628177752819,0.18917624025842145,0.008947982476447547,0.2580003005537748,3.6785353732266444,14.212372243029497,1.107790994081435,1.3920249487309093,-3.114365504937757,-1.1875122526101398,50.90183198890986,1.1518755641691571e-07,0.936212323795786
2004-06-30,0.015934612299485548,0.99623035613471,0.14338494582014605,0.3191617463015466,-0.26326519610628124,-0.29052838272294246,0.007051086431339856,1.073268631709381e-08,0.2515051027865924,0.15712744313967042,0.007610845910589139,0.16868575029020974,3.242711829832205,13.719631160677284,1.2047971903585575,1.50916871452892,-3.201533682859516,-1.4647724608511092,62.59378728552713,3.542525558740276e-08,0.9476873076335233
2004-07-31,0.0160284288165897,1.0012578034350497,0.15344928053846094,0.32456407178262775,-0.2569127404439697,-0.30218226577752283,0.007237902526578757,1.3769006718011381e-08,0.17784739316205245,0.14765912036457543,0.007661729364540065,0.1644035457390916,3.2286131095064676,13.4209355342373,1.4313777616755397,1.5476678914950988,-3.1979431523142763,-1.4809100228332093,49.58161296433734,1.3368899074057606e-07,0.9345922566440443
2004-08-31,0.017036353286755325,0.949723158699694,0.17651681324392862,0.3560990932234277,-0.2889426766087604,-0.3691578673239979,0.01683943735170197,2.4414675721049655e-06,0.1431133690299235,0.12086039517231192,0.005118196454923377,0.12271104320601797,2.8142686212986936,8.860579938014116,1.5769405164594683,1.6812182428792843,-3.4833454042765846,-1.671924039791409,25.76513057303899,1.0038113686594817e-05,0.8855717840600715
