,Market,HML,SMB,WML,IML
2013-12-31,-0.021594624367151205,-0.013050997943706344,-0.08801980634346884,0.09362429173441456,-0.1021687390146977
2014-03-31,-0.047964201350854774,-0.04532766193127169,-0.0375482417116475,-0.009640545631641295,-0.0594906713464064
2014-06-30,0.03035922433540894,-0.07653295185642772,-0.011103489329929661,0.054327729049882256,-0.029189000267393572
2014-09-30,-0.019839238754370436,-0.10953885686321829,-0.16151328519045904,0.12174629115432545,-0.16193319590023647
2014-12-31,-0.09119793430500622,-0.07578344026430117,-0.15136705936633443,0.2188590752297146,-0.13326102944608298
2015-03-31,0.0038437479605453184,0.004396965176372447,-0.19906724871732007,0.10990109874206788,-0.14627674784518474
2015-06-30,0.0024273571203197175,-0.01181937310877712,-0.024556542456793617,0.04994534012552365,-0.04494266664702218
2015-09-30,-0.16818288753388866,-0.026729849781943815,-0.1349404094739185,0.29118739547912376,-0.09794694144578042
2015-12-31,-0.06840070252239994,-0.10445828370998544,-0.06700585440808526,0.09629869869139052,-0.06870135693283985
2016-03-31,0.10229139998116454,0.11262557668689421,0.023468360369445884,-0.21928177347428468,-0.03867479872601298
2016-06-30,0.0030622664380999254,-0.0365626137532713,0.08763727470156568,-0.057239287928667726,0.06824362495138003
2016-09-30,0.1049749024395148,0.14297260086256336,0.10355192716633987,-0.10650579805165605,0.08851795794524131
2016-12-31,-0.02337122299161265,0.04583399391301257,-0.052152887587304964,-0.03845795077303438,-0.10518160426989598
2017-03-31,0.0616835163118683,0.16880126520266492,0.17710393132598878,0.07183780237122672,0.24589004089829825
2017-06-30,-0.04900391243778279,-0.11347622278442471,0.026560118612763306,0.006279294799111712,0.01831840778774052
2017-09-30,0.1507098412740493,0.08175015347372705,0.09486921811387972,0.05313832570111976,0.08827471053655245
2017-12-31,0.001010677876608801,0.027352946220627894,0.027152696410648547,0.06692938139605165,0.018759971195373426
2018-03-31,0.0925976745169299,0.0791334458829216,-0.0963413607880178,0.06708872778754249,-0.1192060486639478
2018-06-30,-0.17483729177246132,0.0382868571774968,-0.04167265247241991,0.022186697593397753,-0.0002858733048413109
2018-09-30,0.03863459269731506,0.04321247413681073,-0.0694165891767633,0.13956259639288993,-0.08077640565725064
2018-12-31,0.11758985682015521,0.07705314285690879,0.12165571695405064,-0.13643419810159418,0.1397368482217014
2019-03-31,0.07347953759280967,0.04384830626532121,-0.0071346870060411405,0.003924093066164369,0.024190048186014668
2019-06-30,0.0432749107678605,0.06179321751682365,-0.015494141354991386,0.08813887413932608,0.0066929645604094645
2019-09-30,0.031636672547107114,-0.07185725985405056,0.0024964617824161373,0.0702409625552296,0.06941419920002767
2019-12-31,0.10384241679110007,0.06737619794656458,0.12944488734499027,-0.0015387395647104007,0.19192763151976022
2020-03-31,-0.35759138259029366,-0.10695699147343529,-0.1836871762476212,0.034457711197854346,-0.1050639350157867
2020-06-30,0.2793672231483846,0.0067672576054427225,0.11821931468530367,0.09064234958258144,0.05572697711710739
2020-09-30,-0.005489778450959326,-0.06301903807430109,-0.027374881618901004,0.07592637909200217,-0.05964986208819323
2020-12-31,0.2376038923544752,0.0577662642882224,0.01942520088276667,-0.04294164006746137,0.007744724420953419
2021-03-31,-0.023912545490202497,-0.009270053949488655,-0.03143105942982283,0.11531903417306566,0.04136505260373724
