,alpha,beta_Market,beta_HML,beta_SMB,beta_WML,beta_IML,pvalue_alpha,pvalue_Market,pvalue_HML,pvalue_SMB,pvalue_WML,pvalue_IML,tvalue_alpha,tvalue_Market,tvalue_HML,tvalue_SMB,tvalue_WML,tvalue_IML,fvalue,f_pvalue,R_squared_adj
2017-12-31,0.04521518508787099,-0.44980268865243234,0.3134936578812123,-0.31693049557321895,0.014643141201450549,0.4809848899683961,0.03012261031564386,0.5657717485757229,0.37406607852721707,0.679913264100763,0.9683424920202589,0.5051112143151432,2.999324789005983,-0.6144936459991224,0.9756064309230308,-0.43762914166545785,0.041712283178882745,0.7176206858746009,1.4223605064925229,0.35423882360468156,0.17435906231153142
2018-03-31,0.047643472650759355,0.5526770354366739,0.010558676070842515,0.23909864313761095,0.2553685234124482,-0.11710528384419555,0.013621688692473636,0.07299351241462165,0.9613909699374807,0.6373278090992531,0.23701407981334435,0.7914041320076799,3.450677770450909,2.1706794284440933,0.05046359927859667,0.4963148480859745,1.313468468385654,-0.27655156210156706,3.489988407836088,0.07996570741451514,0.5309156849248895
2018-06-30,0.047643472650759355,0.5526770354366739,0.010558676070842515,0.23909864313761095,0.2553685234124482,-0.11710528384419555,0.013621688692473636,0.07299351241462165,0.9613909699374807,0.6373278090992531,0.23701407981334435,0.7914041320076799,3.450677770450909,2.1706794284440933,0.05046359927859667,0.4963148480859745,1.313468468385654,-0.27655156210156706,3.489988407836088,0.07996570741451514,0.5309156849248895
2018-09-30,0.04875327361651152,0.6936440195547007,-0.2292434180147072,0.0035842580806744184,-0.003621213588558214,-0.003910787552313222,0.06027939492549715,0.20121572201304044,0.6072777613260565,0.9961457047524112,0.9894545821302183,0.9960151515895512,2.3098720710235727,1.4352809937622921,-0.5421026854977611,0.005035255049651325,-0.013776984655983003,-0.005205811596282603,1.2339833675542067,0.3967986155671525,0.0961318678974068
2018-12-31,0.04573384861493017,0.7542977000951191,-0.2889023523337162,-0.28666214020117836,0.17319685441017305,0.4853499294538653,0.009072012891305504,0.005153491533135698,0.21917398215040026,0.6125445492318682,0.32710301688075993,0.3239680539361901,3.226669246696774,3.563227411891791,-1.3109675964266525,-0.5227324586812772,1.0303923320182273,1.037434766521192,4.395801319515867,0.022330161824467176,0.530942277577333
2019-03-31,0.052199957156253016,0.7355608950521052,-0.20835605072412283,-0.16406356836645208,0.02993729201333989,0.2733361439126848,0.0016083455138123318,0.0015853002235341705,0.2918988244192979,0.7112811115173256,0.8545858640268984,0.4850065333356379,4.281201073478614,4.290363898926243,-1.1126289312030246,-0.38084883422224663,0.1880666966123377,0.7251094376682038,6.058161761059683,0.007809960703167258,0.6277066545750891
2019-06-30,0.05719429182234281,0.5606416527373632,-0.09865003326730716,-0.25141567675224086,-0.015285290098321913,0.3494774048715375,0.00145956058339981,0.06474787246994082,0.668350452944132,0.5703258185359348,0.927241353249038,0.37277259594192036,4.3429713775859575,2.074914826234966,-0.4413486429504122,-0.5868330917236362,-0.09364435686810732,0.9330540350737521,3.350087704462778,0.04902698084946148,0.43926152883483593
2019-09-30,0.055404936418700715,0.47819884273398694,0.0025557232798023855,-0.09838408837306938,-0.009979569500081487,0.1917401849043593,0.0012698974176030657,0.08424515477409872,0.9895877882727029,0.8053694511109915,0.9518948248500613,0.5707054967186709,4.293404387198074,1.8979290654436627,0.01334977255825213,-0.25242199527536585,-0.06171763325000549,0.584456608021117,3.2696116828917536,0.04722274149471502,0.41494932629144576
2019-12-31,0.04786124633844016,0.6884637703796364,-0.1211849867679583,-0.024459808891205026,0.09385019549628693,0.17128016631605691,0.0028530381237682188,0.001202118651533591,0.4697955767356806,0.9509489143508125,0.6128808969702266,0.5943191156814409,3.7339976430988004,4.213774387406804,-0.7464020886093099,-0.06281382622735832,0.5194692288100086,0.5471291528870398,6.383341516133289,0.004092734021348211,0.6129035864363395
2020-03-31,0.04825379002028203,0.7135780892008092,-0.11647279936761543,-0.0635992602887327,0.021415635882245543,0.20104256751239158,0.003601960345625365,0.0015222035713022691,0.4972416899778477,0.8769642715466126,0.9207935029125282,0.5455469114562799,3.683786647318098,4.18555978840845,-0.7020377523852901,-0.15846226383555953,0.10174055886592215,0.6236901828493099,5.994949870850332,0.006469489121954365,0.6095156101707846
2020-06-30,0.04786124633844016,0.6884637703796364,-0.1211849867679583,-0.024459808891205026,0.09385019549628693,0.17128016631605691,0.0028530381237682188,0.001202118651533591,0.4697955767356806,0.9509489143508125,0.6128808969702266,0.5943191156814409,3.7339976430988004,4.213774387406804,-0.7464020886093099,-0.06281382622735832,0.5194692288100086,0.5471291528870398,6.383341516133289,0.004092734021348211,0.6129035864363395
2020-09-30,0.04844569762859569,0.7135505058763745,-0.11944173519491741,-0.05293173780666843,0.02562403639199401,0.19248796746831162,0.0020400498393136728,0.0009121245174937159,0.4570764054948978,0.8873016896479173,0.8982007281095254,0.5246007907102274,3.918661385852006,4.370039143636807,-0.7684511418611252,-0.1447620318459222,0.13067085114255925,0.6553604583968514,6.571708753607976,0.0036380952317681104,0.6210309436724983
2020-12-31,0.04740524000757314,0.6759208985903509,-0.11497525962099908,-0.022024301852920702,0.0986898614106637,0.1731531503554914,0.0009613477870227281,6.871659830553653e-05,0.43537121870676476,0.9493369388493396,0.5435210867394342,0.5417945186451683,4.160683988505761,5.572709254620407,-0.8030445083862596,-0.06468811053783306,0.6226546259905675,0.6253607583916524,9.745197005361899,0.00035474580754764405,0.6970952310772118
