,alpha,beta_MKT,beta_HML,beta_SMB,beta_WML,beta_IML,pvalue_alpha,pvalue_MKT,pvalue_HML,pvalue_SMB,pvalue_WML,pvalue_IML,tvalue_alpha,tvalue_MKT,tvalue_HML,tvalue_SMB,tvalue_WML,tvalue_IML,fvalue,f_pvalue,R_squared_adj
2005-03-23,0.0009701794847054,0.6383455516468324,0.0382779042226109,-0.2336993347625137,0.1495982887335697,0.5053714581946265,0.6456524158286728,0.0069881212475462,0.9024078545385026,0.414411660716128,0.727522886107575,0.069572175750864,0.4776862312887617,3.599426005732725,0.1265650685256262,-0.8607792501448605,0.3608940271972141,2.0941081608271905,5.049117619156194,0.0219728634645084,0.6089706711595286
2005-03-24,-6.919996298127311e-06,0.548156907795863,0.0886649230780795,-0.2441407814435585,0.1104974200559811,0.4393839490354828,0.997341407627688,0.0120967474615439,0.7862102390370501,0.4164981309140814,0.8060144060087979,0.1129467698398931,-0.0034257203273699,3.131279107161108,0.2794568318107129,-0.8516406986603977,0.2529170582406392,1.7561403359245802,4.440671934789078,0.0257158049494998,0.551330364861643
2005-03-28,0.0001754671635804,0.469907497989752,0.077450545794468,-0.2376999188105562,-0.016323541850322,0.2836299551216497,0.9327710314013504,0.0150589296513731,0.8133859314769861,0.4296858158081637,0.9700394186944756,0.197593443103452,0.086506998158169,2.9292948164633765,0.242377915654897,-0.8230204816935373,-0.0385094848564618,1.3802111690628036,4.435544759268552,0.0217193574212565,0.5338389969738985
2005-03-29,0.0001272314156364,0.4476285603310889,0.0522349879987912,-0.2116015267560307,-0.0518953097388795,0.2629941929963786,0.94509495887713,0.0052193201764376,0.8487272158372232,0.3740520431720314,0.8790956144538354,0.1513319911208948,0.0703229647966192,3.405200309874303,0.1949063683196266,-0.9232827404664836,-0.1553919134203282,1.5324886532426123,7.232636256190016,0.002447758927484,0.6470332825227225
2005-03-30,-0.0002741340691392,0.42253685600106,0.1283763487652875,-0.2688623274032451,-0.0687483998992745,0.2955623561415296,0.8757790209497471,0.0052411944811842,0.613628809891057,0.2341401398858348,0.8377576038736004,0.0962125164425145,-0.1594318690854332,3.347963150532263,0.5173098239368009,-1.2477240273548802,-0.2089083776148551,1.793280134299509,7.286179448216551,0.0018669591083533,0.6358552847582153
2005-03-31,0.0002805313170374,0.4499555522102969,0.1016850700110185,-0.2624516502279409,0.0086196533623782,0.3302828388197866,0.8633175004239941,0.0024180644457786,0.684420788403908,0.2405247021075786,0.9786374966491252,0.0573015445591342,0.1753473673384965,3.69141793673051,0.4150150163350539,-1.2257181218118214,0.0272595329185649,2.0711894463580163,8.384265616211007,0.0007577577029489,0.6602369676832336
2005-04-01,0.0005182537720017,0.460077044969775,0.0697628912828226,-0.237729405593438,0.0526781644921059,0.3338415820140863,0.7367033943391947,0.0014223532362409,0.7692684016498068,0.2648693783451963,0.8630899197681481,0.0489597262044849,0.3425317230666805,3.899612270591541,0.2986983728119681,-1.1582549846930816,0.1754275037822872,2.1425633414171044,8.745714547140613,0.0004754282475779,0.6594502629919811
2005-04-04,-7.948286801998388e-05,0.4805050724054735,-0.061128533840087,-0.216880414168584,0.1849373698003824,0.2829524531204215,0.9615220887061916,0.0017847313969788,0.8063941926131318,0.3474333394894722,0.5717828566848006,0.1116813131413934,-0.0490046767800144,3.740084434887372,-0.2491772544180608,-0.9680344846427524,0.577282780630864,1.6835162178854683,7.298205053737687,0.0009814710561712,0.5999316094035837
2005-04-05,-7.898196268519501e-05,0.4239280214709102,-0.070200531063836,-0.0651200306734809,-0.0102724851347981,0.2772755551991432,0.9625792815386616,0.0032796310873269,0.7829287741182491,0.7455644946306689,0.9722998177031714,0.1250251436371806,-0.0476133552291749,3.4177073627969365,-0.2799035415434595,-0.3298210311098696,-0.0352387699410582,1.6135831860437668,6.638446923295179,0.0013429725187086,0.5616851856048192
2005-04-06,-7.169186887930133e-05,0.447901547659095,-0.0078297223667302,-0.0416249716066339,-0.0231051940635079,0.314575851568629,0.9673373071985244,0.0023168949358633,0.9778959528717605,0.8369187023386196,0.9394542376755026,0.0749711035541743,-0.0415553807852707,3.578006352518358,-0.0281174116080019,-0.2090174407494677,-0.0770871333436091,1.896845704728812,5.974522118676959,0.0022927863508524,0.5306427416461227
2005-04-07,-0.0007377966156192,0.3905544269088012,-0.0891949350202857,-0.0231608028768021,-0.0841233145368588,0.2791134868394593,0.6271655230698625,0.0013601659899621,0.7042826507724733,0.9045735549361362,0.7641700819848966,0.0887969243082326,-0.4937160969598247,3.748648335019303,-0.3853166224921592,-0.1214964896360216,-0.3043493094253795,1.793676483341022,7.047900033508527,0.0007036428602678,0.5575180463340295
2005-04-08,-0.0004995901872856,0.3892708915553506,-0.067958033836619,-0.0479929037005683,-0.0590118388299239,0.3017505544319289,0.7309069538454889,0.0011525162381151,0.7669596155826798,0.7974322990667526,0.8293035829055723,0.0577577877503271,-0.3487698085886076,3.788698264202029,-0.3004169375815099,-0.2601174383462291,-0.2184351064965333,2.0131281823889133,7.262838341609849,0.0005049694882253,0.5560621711555769
2005-04-11,-0.0007417738283808,0.3850659773185089,-0.1010751695174925,-0.0310274514140259,-0.0262572959829632,0.3108880629054325,0.6163241774630273,0.001570189276702,0.6925407116029826,0.8711736131778569,0.9266276662010462,0.0565773346218781,-0.5089966527515679,3.65596316823592,-0.4011812287510806,-0.164262024211764,-0.0932565140935319,2.023622185934255,6.051619087196674,0.0014419879353093,0.502567700126163
